desde_tipo,desde_id,relacion,hasta_tipo,hasta_id
Pedido,1,ENTREGADO_EN,Ubicacion,21
Pedido,2,ENTREGADO_EN,Ubicacion,54
Pedido,3,ENTREGADO_EN,Ubicacion,70
Pedido,4,ENTREGADO_EN,Ubicacion,69
Pedido,5,ENTREGADO_EN,Ubicacion,52
Pedido,6,ENTREGADO_EN,Ubicacion,12
Pedido,7,ENTREGADO_EN,Ubicacion,45
Pedido,8,ENTREGADO_EN,Ubicacion,29
Pedido,9,ENTREGADO_EN,Ubicacion,28
Pedido,10,ENTREGADO_EN,Ubicacion,85
Pedido,11,ENTREGADO_EN,Ubicacion,43
Pedido,12,ENTREGADO_EN,Ubicacion,43
Pedido,13,ENTREGADO_EN,Ubicacion,47
Pedido,14,ENTREGADO_EN,Ubicacion,38
Pedido,15,ENTREGADO_EN,Ubicacion,28
Pedido,16,ENTREGADO_EN,Ubicacion,97
Pedido,17,ENTREGADO_EN,Ubicacion,80
Pedido,18,ENTREGADO_EN,Ubicacion,68
Pedido,19,ENTREGADO_EN,Ubicacion,61
Pedido,20,ENTREGADO_EN,Ubicacion,72
Pedido,21,ENTREGADO_EN,Ubicacion,97
Pedido,22,ENTREGADO_EN,Ubicacion,84
Pedido,23,ENTREGADO_EN,Ubicacion,2
Pedido,24,ENTREGADO_EN,Ubicacion,15
Pedido,25,ENTREGADO_EN,Ubicacion,86
Pedido,26,ENTREGADO_EN,Ubicacion,45
Pedido,27,ENTREGADO_EN,Ubicacion,58
Pedido,28,ENTREGADO_EN,Ubicacion,31
Pedido,29,ENTREGADO_EN,Ubicacion,83
Pedido,30,ENTREGADO_EN,Ubicacion,79
Pedido,31,ENTREGADO_EN,Ubicacion,80
Pedido,32,ENTREGADO_EN,Ubicacion,32
Pedido,33,ENTREGADO_EN,Ubicacion,6
Pedido,34,ENTREGADO_EN,Ubicacion,88
Pedido,35,ENTREGADO_EN,Ubicacion,42
Pedido,36,ENTREGADO_EN,Ubicacion,49
Pedido,37,ENTREGADO_EN,Ubicacion,15
Pedido,38,ENTREGADO_EN,Ubicacion,50
Pedido,39,ENTREGADO_EN,Ubicacion,33
Pedido,40,ENTREGADO_EN,Ubicacion,70
Pedido,41,ENTREGADO_EN,Ubicacion,93
Pedido,42,ENTREGADO_EN,Ubicacion,37
Pedido,43,ENTREGADO_EN,Ubicacion,4
Pedido,44,ENTREGADO_EN,Ubicacion,67
Pedido,45,ENTREGADO_EN,Ubicacion,99
Pedido,46,ENTREGADO_EN,Ubicacion,48
Pedido,47,ENTREGADO_EN,Ubicacion,66
Pedido,48,ENTREGADO_EN,Ubicacion,66
Pedido,49,ENTREGADO_EN,Ubicacion,58
Pedido,50,ENTREGADO_EN,Ubicacion,63
Pedido,51,ENTREGADO_EN,Ubicacion,6
Pedido,52,ENTREGADO_EN,Ubicacion,38
Pedido,53,ENTREGADO_EN,Ubicacion,84
Pedido,54,ENTREGADO_EN,Ubicacion,25
Pedido,55,ENTREGADO_EN,Ubicacion,42
Pedido,56,ENTREGADO_EN,Ubicacion,66
Pedido,57,ENTREGADO_EN,Ubicacion,11
Pedido,58,ENTREGADO_EN,Ubicacion,13
Pedido,59,ENTREGADO_EN,Ubicacion,22
Pedido,60,ENTREGADO_EN,Ubicacion,99
Pedido,61,ENTREGADO_EN,Ubicacion,69
Pedido,62,ENTREGADO_EN,Ubicacion,69
Pedido,63,ENTREGADO_EN,Ubicacion,1
Pedido,64,ENTREGADO_EN,Ubicacion,81
Pedido,65,ENTREGADO_EN,Ubicacion,9
Pedido,66,ENTREGADO_EN,Ubicacion,27
Pedido,67,ENTREGADO_EN,Ubicacion,86
Pedido,68,ENTREGADO_EN,Ubicacion,81
Pedido,69,ENTREGADO_EN,Ubicacion,100
Pedido,70,ENTREGADO_EN,Ubicacion,28
Pedido,71,ENTREGADO_EN,Ubicacion,88
Pedido,72,ENTREGADO_EN,Ubicacion,55
Pedido,73,ENTREGADO_EN,Ubicacion,14
Pedido,74,ENTREGADO_EN,Ubicacion,27
Pedido,75,ENTREGADO_EN,Ubicacion,69
Pedido,76,ENTREGADO_EN,Ubicacion,90
Pedido,77,ENTREGADO_EN,Ubicacion,95
Pedido,78,ENTREGADO_EN,Ubicacion,100
Pedido,79,ENTREGADO_EN,Ubicacion,56
Pedido,80,ENTREGADO_EN,Ubicacion,83
Pedido,81,ENTREGADO_EN,Ubicacion,10
Pedido,82,ENTREGADO_EN,Ubicacion,96
Pedido,83,ENTREGADO_EN,Ubicacion,88
Pedido,84,ENTREGADO_EN,Ubicacion,20
Pedido,85,ENTREGADO_EN,Ubicacion,4
Pedido,86,ENTREGADO_EN,Ubicacion,59
Pedido,87,ENTREGADO_EN,Ubicacion,92
Pedido,88,ENTREGADO_EN,Ubicacion,43
Pedido,89,ENTREGADO_EN,Ubicacion,5
Pedido,90,ENTREGADO_EN,Ubicacion,12
Pedido,91,ENTREGADO_EN,Ubicacion,10
Pedido,92,ENTREGADO_EN,Ubicacion,7
Pedido,93,ENTREGADO_EN,Ubicacion,23
Pedido,94,ENTREGADO_EN,Ubicacion,33
Pedido,95,ENTREGADO_EN,Ubicacion,72
Pedido,96,ENTREGADO_EN,Ubicacion,10
Pedido,97,ENTREGADO_EN,Ubicacion,74
Pedido,98,ENTREGADO_EN,Ubicacion,30
Pedido,99,ENTREGADO_EN,Ubicacion,34
Pedido,100,ENTREGADO_EN,Ubicacion,53
Pedido,101,ENTREGADO_EN,Ubicacion,50
Pedido,102,ENTREGADO_EN,Ubicacion,58
Pedido,103,ENTREGADO_EN,Ubicacion,81
Pedido,104,ENTREGADO_EN,Ubicacion,52
Pedido,105,ENTREGADO_EN,Ubicacion,56
Pedido,106,ENTREGADO_EN,Ubicacion,41
Pedido,107,ENTREGADO_EN,Ubicacion,3
Pedido,108,ENTREGADO_EN,Ubicacion,50
Pedido,109,ENTREGADO_EN,Ubicacion,87
Pedido,110,ENTREGADO_EN,Ubicacion,16
Pedido,111,ENTREGADO_EN,Ubicacion,69
Pedido,112,ENTREGADO_EN,Ubicacion,1
Pedido,113,ENTREGADO_EN,Ubicacion,83
Pedido,114,ENTREGADO_EN,Ubicacion,93
Pedido,115,ENTREGADO_EN,Ubicacion,80
Pedido,116,ENTREGADO_EN,Ubicacion,9
Pedido,117,ENTREGADO_EN,Ubicacion,97
Pedido,118,ENTREGADO_EN,Ubicacion,96
Pedido,119,ENTREGADO_EN,Ubicacion,75
Pedido,120,ENTREGADO_EN,Ubicacion,6
Pedido,121,ENTREGADO_EN,Ubicacion,90
Pedido,122,ENTREGADO_EN,Ubicacion,10
Pedido,123,ENTREGADO_EN,Ubicacion,46
Pedido,124,ENTREGADO_EN,Ubicacion,65
Pedido,125,ENTREGADO_EN,Ubicacion,14
